id	entry_id	annotationtype_id	start	end	value	string
1380709	143103	51	117	159	italic	jyá pañétu; árone uke ó óómíchoó.
1380710	143103	52	159	159	newline	""
1380711	143103	52	160	160	tab	""
1380712	143103	52	194	194	newline	""
1380713	143103	52	195	195	pagebreak	""
1380714	143103	52	195	195	tab	""
3630175	143103	53	0	6	head	árone
3630176	143103	53	7	17	pos	conj.pron.
3630177	143103	53	17	86	translation	sin embargo ése (cosa o acción mencionada en la oración anterior)
3630178	143103	53	88	159	example-src	Tsanéha dihñe nanímyé tahjyá pañétu; árone uke ó óómíchoó.
3630179	143103	53	159	224	example-tgt	 Robaron algunas de tus cosas en mi casa, pero te las devolveré.
3673199	143103	54	0	6	headorthographic	# á r o n e #
1380715	143104	51	0	9	bold	aróótsa
1380716	143104	51	10	12	italic	s.
3630180	143104	53	0	9	head	aróótsa
3630181	143104	53	10	12	pos	s.
3630182	143104	53	12	18	translation	arroz
3673200	143104	54	0	9	headorthographic	# a r óó ts a #
1380717	143105	51	0	8	bold	ááruba
1380718	143105	51	9	11	italic	s.
1380719	143105	52	38	38	newline	""
1380720	143105	52	39	39	tab	""
3630183	143105	53	0	8	head	ááruba
3630184	143105	53	9	11	pos	s.
3630185	143105	53	11	57	translation	trampa en forma de canasta para agarrar peces
3673201	143105	54	0	8	headorthographic	# áá r u b a #
1380721	143106	51	0	8	bold	ááruco
1380722	143106	51	9	11	italic	s.
1380723	143106	52	21	21	newline	""
1380724	143106	52	22	22	tab	""
1380725	143106	52	37	37	newline	""
1380726	143106	52	38	38	tab	""
1380727	143106	52	53	53	newline	""
1380728	143106	52	54	54	tab	""
1380729	143106	52	69	69	hyphen	""
1380730	143106	52	69	69	newline	""
1380731	143106	52	69	69	tab	""
1380732	143106	52	85	85	hyphen	""
1380733	143106	52	85	85	newline	""
1380734	143106	52	85	85	tab	""
1380735	143106	52	101	101	newline	""
1380736	143106	52	102	102	tab	""
1380737	143106	52	121	121	newline	""
1380738	143106	52	122	122	tab	""
1380739	143106	52	157	157	hyphen	""
1380740	143106	52	157	157	newline	""
1380741	143106	52	157	157	tab	""
3630186	143106	53	0	8	head	ááruco
3630187	143106	53	9	11	pos	s.
3630188	143106	53	14	100	translation	trampa en forma de dos canastas juntas para agarrar peces u otras especies acuáticas
3630189	143106	53	111	171	translation	persona o animal que está escondido para agarrar a alguien
3673202	143106	54	0	8	headorthographic	# áá r u c o #
1380742	143107	51	0	11	bold	árucóónu
1380743	143107	51	12	16	italic	abs.
3630190	143107	53	0	11	head	árucóónu
3630191	143107	53	12	16	pos	abs.
3630192	143107	53	16	23	translation	acecho
3673203	143107	54	0	11	headorthographic	# á r u c óó n u #
1380744	143108	52	0	0	tab	""
1380745	143108	52	0	0	tab	""
1380746	143108	51	0	12	bold	[árúcoonu]
1380747	143108	51	13	16	italic	ve.
1380748	143108	52	34	34	hyphen	""
1380749	143108	52	34	34	newline	""
1380750	143108	52	34	34	tab	""
1380751	143108	51	66	72	italic	Iyáme
1380752	143108	52	72	72	newline	""
1380753	143108	52	73	73	tab	""
1380754	143108	51	73	123	italic	júúvá bóóa árúcóónúúbeke ó ájtyumí̵.
1380755	143108	52	123	123	newline	""
1380756	143108	52	124	124	tab	""
1380757	143108	52	160	160	newline	""
1380758	143108	52	161	161	tab	""
1380759	143108	52	195	195	newline	""
1380760	143108	52	196	196	tab	""
3630193	143108	53	1	11	head	árúcoonu
3630194	143108	53	13	16	pos	ve.
3630195	143108	53	16	24	translation	acechar
3630196	143108	53	26	64	translation	estar emboscado para atrapar a alguien
3630197	143108	53	66	123	example-src	Iyáme júúvá bóóa árúcóónúúbeke ó ájtyumí̵.
3630198	143108	53	123	217	example-tgt	 Encontré una boa emboscada junto al camino para atrapar a los animales que por ahí pasaban.
3673204	143108	54	1	11	headorthographic	# á r ú c oo n u #
1380761	143109	51	0	10	bold	áárúcou
1380762	143109	51	11	13	italic	s.
1380763	143109	52	42	42	newline	""
1380764	143109	52	43	43	tab	""
3630199	143109	53	0	10	head	áárúcou
3630200	143109	53	11	13	pos	s.
3630201	143109	53	13	62	translation	especie de bejuco que se usa para tejer canastas
3673205	143109	54	0	10	headorthographic	# áá r ú c o u #
1380765	143110	51	0	11	bold	árúúmeba
1380766	143110	51	12	14	italic	s.
3630202	143110	53	0	11	head	árúúmeba
3630203	143110	53	12	14	pos	s.
3630204	143110	53	14	32	translation	especie de motelo
3673206	143110	54	0	11	headorthographic	# á r úú m e b a #
1380767	143111	51	0	5	bold	aáta
1380768	143111	51	6	12	italic	s.col.
3630205	143111	53	0	5	head	aáta
3630206	143111	53	6	12	pos	s.col.
3630207	143111	53	12	20	translation	ishanga
3630208	143111	53	22	28	translation	ortiga
3673207	143111	54	0	5	headorthographic	# aá t a #
1380769	143112	52	0	0	tab	""
1380770	143112	52	0	0	tab	""
1380771	143112	51	0	8	bold	áátahe
3630209	143112	53	0	8	head	áátahe
3630210	143112	53	8	18	translation	la planta
3673208	143112	54	0	8	headorthographic	# áá t a h e #
1380772	143113	51	0	25	bold	átyáábaá/[átyáába]
1380773	143113	51	26	28	italic	s.
1380774	143113	52	44	44	newline	""
1380775	143113	52	45	45	tab	""
1380776	143113	51	45	51	bold	taába
3630211	143113	53	0	12	head	átyáábaá
3630212	143113	53	14	24	head	átyáába
3630213	143113	53	26	28	pos	s.
3630214	143113	53	28	38	translation	mi esposa
3673209	143113	54	0	12	headorthographic	# á ty áá b aá #
3673210	143113	54	14	24	headorthographic	# á ty áá b a #
1380777	143114	51	0	26	bold	átyahjí̵ro, átyahjí̵nu
1380778	143114	51	27	31	italic	abs.
1380779	143114	52	43	43	hyphen	""
1380780	143114	52	43	43	newline	""
1380781	143114	52	43	43	tab	""
3630215	143114	53	0	12	head	átyahjí̵ro
3630216	143114	53	14	26	head	átyahjí̵nu
3630217	143114	53	27	31	pos	abs.
3630218	143114	53	31	45	translation	ablandamiento
3673211	143114	54	0	12	headorthographic	# á ty a h j í̵ r o #
3673212	143114	54	14	26	headorthographic	# á ty a h j í̵ n u #
1380782	143115	52	0	0	tab	""
1380783	143115	52	0	0	tab	""
1380784	143115	51	0	28	bold	[átyahjí̵ro, átyáhji̵nu]
1380785	143115	51	29	32	italic	vt.
1380786	143115	52	41	41	hyphen	""
1380787	143115	52	41	41	newline	""
1380788	143115	52	41	41	tab	""
1380789	143115	51	68	80	italic	Waháró oke
1380790	143115	52	80	80	newline	""
1380791	143115	52	81	81	tab	""
1380792	143115	51	81	130	italic	átyáhji̵nú táwápujúúvé i̵i̵ví̵mújkeúho
1380793	143115	52	130	130	hyphen	""
1380794	143115	52	130	130	newline	""
1380795	143115	52	130	130	tab	""
1380796	143115	51	130	133	italic	ri.
1380797	143115	52	165	165	newline	""
1380798	143115	52	166	166	tab	""
1380799	143115	52	204	204	hyphen	""
1380800	143115	52	204	204	newline	""
1380801	143115	52	204	204	tab	""
1380802	143115	52	243	243	hyphen	""
1380803	143115	52	243	243	newline	""
1380804	143115	52	243	243	tab	""
1380805	143115	51	269	285	italic	Ó átyáhji̵nú
1380806	143115	52	285	285	newline	""
1380807	143115	52	286	286	tab	""
1380808	143115	51	286	330	italic	í̵naháámi̵ táhájcuta o bí̵í̵jí̵nuki.
1380809	143115	52	330	330	newline	""
1380810	143115	52	331	331	tab	""
1380811	143115	52	366	366	newline	""
1380812	143115	52	367	367	tab	""
3630219	143115	53	1	13	head	átyahjí̵ro
3630220	143115	53	15	27	head	átyáhji̵nu
3630221	143115	53	29	32	pos	vt.
3630222	143115	53	35	66	translation	calentar para aliviar un dolor
3630223	143115	53	215	224	translation	ablandar
3630224	143115	53	226	234	translation	suavizar
3630225	143115	53	236	267	translation	flexibilizar algo calentándolo
3630226	143115	53	68	133	example-src	Waháró oke átyáhji̵nú táwápujúúvé i̵i̵ví̵mújkeúhori.
3630227	143115	53	133	213	example-tgt	 Mi mamá calienta la suelda con suelda para aliviar el dolor de la contusión. 
3630228	143115	53	269	330	example-src	Ó átyáhji̵nú í̵naháámi̵ táhájcuta o bí̵í̵jí̵nuki.
3630229	143115	53	330	385	example-tgt	 Ablando una hoja en la candela para envolver mi presa.
3673213	143115	54	1	13	headorthographic	# á ty a h j í̵ r o #
3673214	143115	54	15	27	headorthographic	# á ty á h j i ̵ n u #
1380813	143116	51	0	24	bold	átyáji̵í̵/[átyáji̵]
1380814	143116	51	25	27	italic	s.
1380815	143116	52	49	49	newline	""
1380816	143116	52	50	50	pagebreak	""
1380817	143116	52	50	50	tab	""
1380818	143116	51	55	60	bold	taji̵
3630230	143116	53	0	12	head	átyáji̵í̵
3630231	143116	53	14	23	head	átyáji̵
3630232	143116	53	25	27	pos	s.
3630233	143116	53	27	37	translation	mi esposo
3630234	143116	53	39	48	translation	mi marido
3673215	143116	54	0	12	headorthographic	# á ty á j i ̵ í̵ #
3673216	143116	54	14	23	headorthographic	# á ty á j i ̵ #
1380819	143117	51	0	14	bold	átyají̵í̵ve
1380820	143117	51	15	19	italic	abs.
3630235	143117	53	0	14	head	átyají̵í̵ve
3630236	143117	53	15	19	pos	abs.
3673217	143117	54	0	14	headorthographic	# á ty a j í̵í̵ v e #
1380821	143118	52	0	0	tab	""
1380822	143118	52	0	0	tab	""
1380823	143118	51	0	15	bold	[átyáji̵i̵ve]
1380824	143118	51	16	19	italic	vi.
1380825	143118	52	40	40	hyphen	""
1380826	143118	52	40	40	newline	""
1380827	143118	52	40	40	tab	""
1380828	143118	52	80	80	newline	""
1380829	143118	52	81	81	tab	""
1380830	143118	51	88	133	italic	Í̵naháámí̵ ímí átyáji̵i̵vé téhaami̵
1380831	143118	52	133	133	newline	""
1380832	143118	52	134	134	tab	""
1380833	143118	51	134	151	italic	ivájáávétuki.
1380834	143118	52	175	175	newline	""
1380835	143118	52	176	176	tab	""
3630237	143118	53	1	14	head	átyáji̵i̵ve
3630238	143118	53	16	19	pos	vi.
3630239	143118	53	19	30	translation	ablandarse
3630240	143118	53	32	42	translation	suavizarse
3630241	143118	53	44	57	translation	ponerse suave
3630242	143118	53	59	86	translation	flexibilizarse por el calor
3630243	143118	53	88	151	example-src	Í̵naháámí̵ ímí átyáji̵i̵vé téhaami̵ ivájáávétuki.
3630244	143118	53	151	213	example-tgt	 La hoja se flexibilizó con el fuego para que no se rompiera.
3673218	143118	54	1	14	headorthographic	# á ty á j i ̵ i ̵ v e #
1380836	143119	51	0	7	bold	aatára
1380837	143119	51	8	14	italic	s.col.
1380838	143119	52	41	41	newline	""
1380839	143119	52	42	42	tab	""
3630245	143119	53	0	7	head	aatára
3630246	143119	53	8	14	pos	s.col.
3630247	143119	53	14	59	translation	especie de árbol parecido al árbol del pan
3673219	143119	54	0	7	headorthographic	# aa t á r a #
1380840	143120	52	0	0	tab	""
1380841	143120	52	0	0	tab	""
1380842	143120	51	0	9	bold	aatárahe
3630248	143120	53	0	9	head	aatárahe
3630249	143120	53	9	19	translation	el árbol
3673220	143120	54	0	9	headorthographic	# aa t á r a h e #
1380843	143121	52	0	0	tab	""
1380844	143121	52	0	0	tab	""
1380845	143121	51	0	8	bold	aatárau
3630250	143121	53	0	8	head	aatárau
3630251	143121	53	8	17	translation	el fruto
3673221	143121	54	0	8	headorthographic	# aa t á r a u #
1380846	143122	51	0	6	bold	aátye
1380847	143122	51	7	16	italic	pron.dem.
1380848	143122	52	40	40	newline	""
1380849	143122	52	41	41	tab	""
3630252	143122	53	0	6	head	aátye
3630253	143122	53	7	16	pos	pron.dem.
3630254	143122	53	16	50	translation	ésos/ésas (personas o animales)
3673222	143122	54	0	6	headorthographic	# aá ty e #
1380850	143123	51	0	19	bold	áátyeé/[áátye]
1380851	143123	51	20	29	italic	pron.dem.
1380852	143123	52	45	45	hyphen	""
1380853	143123	52	45	45	newline	""
1380854	143123	52	45	45	tab	""
1380855	143123	52	82	82	hyphen	""
1380856	143123	52	82	82	newline	""
1380857	143123	52	82	82	tab	""
3630255	143123	53	0	9	head	áátyeé
3630256	143123	53	11	18	head	áátye
3630257	143123	53	20	29	pos	pron.dem.
3630258	143123	53	29	86	translation	aquéllos/aquéllas (personas o animales más distantes)
3673223	143123	54	0	9	headorthographic	# áá ty eé #
3673224	143123	54	11	18	headorthographic	# áá ty e #
1380858	143124	51	0	9	bold	aatyépi̵
1380859	143124	51	10	19	italic	pron.dem.
1380860	143124	52	40	40	newline	""
1380861	143124	52	41	41	tab	""
3630259	143124	53	0	9	head	aatyépi̵
3630260	143124	53	10	19	pos	pron.dem.
3630261	143124	53	19	58	translation	ésos dos (mujeres o animales hembras)
3673225	143124	54	0	9	headorthographic	# aa ty é p i ̵ #
1380862	143125	51	0	12	bold	aatyépi̵í̵
1380863	143125	51	13	22	italic	pron.dem.
1380864	143125	52	42	42	hyphen	""
1380865	143125	52	42	42	newline	""
1380866	143125	52	42	42	tab	""
1380867	143125	52	76	76	hyphen	""
1380868	143125	52	76	76	newline	""
1380869	143125	52	76	76	tab	""
3630262	143125	53	0	12	head	aatyépi̵í̵
3630263	143125	53	13	22	pos	pron.dem.
3630264	143125	53	22	80	translation	aquéllas dos (mujeres o animales hembras más distantes)
3673226	143125	54	0	12	headorthographic	# aa ty é p i ̵ í̵ #
1380870	143126	51	0	12	bold	[átérée-]
1380871	143126	51	13	17	italic	r.l.
1380872	143126	52	42	42	newline	""
1380873	143126	52	43	43	tab	""
1380874	143126	52	90	90	hyphen	""
1380875	143126	52	90	90	newline	""
1380876	143126	52	90	90	tab	""
3630265	143126	53	1	11	head	átérée-
3630266	143126	53	13	17	pos	r.l.
3630267	143126	53	17	30	translation	despreciable
3630268	143126	53	32	134	translation	sin valor. —se añaden los sufijos clasificadores para formar calificativos (ver los apéndices c y d)
3673227	143126	54	1	11	headorthographic	# á t é r ée - #
1380877	143127	51	0	18	bold	átéreé/[átere]
1380878	143127	51	19	23	italic	adj.
1380879	143127	52	46	46	newline	""
1380880	143127	52	47	47	tab	""
1380881	143127	51	53	89	italic	Áánu tsáma áterére; óvíi coé
1380882	143127	52	89	89	hyphen	""
1380883	143127	52	89	89	newline	""
1380884	143127	52	89	89	tab	""
1380885	143127	51	89	96	italic	vaábe.
1380886	143127	52	125	125	newline	""
1380887	143127	52	126	126	tab	""
1380888	143127	51	136	166	italic	¡Ej, áteréubá uke o úráá
1380889	143127	52	166	166	hyphen	""
1380890	143127	52	166	166	newline	""
1380891	143127	52	166	166	tab	""
1380892	143127	51	166	175	italic	vyeíñe!
1380893	143127	52	205	205	newline	""
1380894	143127	52	206	206	tab	""
3630269	143127	53	0	9	head	átéreé
3630270	143127	53	11	17	head	átere
3630271	143127	53	19	23	pos	adj.
3630272	143127	53	23	33	translation	sin valor
3630273	143127	53	35	51	translation	que no vale nada
3630274	143127	53	53	96	example-src	Áánu tsáma áterére; óvíi coévaábe.
3630275	143127	53	96	136	example-tgt	 Este no vale nada, mejor que se quede. 
3630276	143127	53	136	175	example-src	¡Ej, áteréubá uke o úráávyeíñe!
3630277	143127	53	175	218	example-tgt	 ¡Vaya, crees que vale la pena que te siga!
3673228	143127	54	0	9	headorthographic	# á t é r eé #
3673229	143127	54	11	17	headorthographic	# á t e r e #
1380895	143128	51	0	11	bold	átéréehe
1380896	143128	51	12	16	italic	cal.
1380897	143128	52	45	45	hyphen	""
1380898	143128	52	45	45	newline	""
1380899	143128	52	45	45	tab	""
3630278	143128	53	0	11	head	átéréehe
3630279	143128	53	12	16	pos	cal.
3630280	143128	53	16	48	translation	un inservible (árbol o planta)
3673230	143128	54	0	11	headorthographic	# á t é r ée h e #
1380900	143129	51	0	12	bold	átéréejpi
1380901	143129	51	13	17	italic	cal.
1380902	143129	52	43	43	newline	""
1380903	143129	52	44	44	tab	""
3630281	143129	53	0	12	head	átéréejpi
3630282	143129	53	13	17	pos	cal.
3630283	143129	53	17	28	translation	un inútil
3630284	143129	53	30	35	translation	bruto
3630285	143129	53	37	67	translation	idiota (hombre o animal macho)
3673231	143129	54	0	12	headorthographic	# á t é r ée j p i #
1380904	143130	51	0	11	bold	átéréene
1380905	143130	51	12	16	italic	cal.
1380906	143130	52	47	47	newline	""
1380907	143130	52	48	48	tab	""
1380908	143130	51	68	90	italic	Llíyíícyáveebe mé
1380909	143130	52	90	90	hyphen	""
1380910	143130	52	90	90	newline	""
1380911	143130	52	90	90	tab	""
1380912	143130	51	90	123	italic	wake átéréenéhjí̵ nééhií.
1380913	143130	52	135	135	newline	""
1380914	143130	52	136	136	tab	""
3630286	143130	53	0	11	head	átéréene
3630287	143130	53	12	16	pos	cal.
3630288	143130	53	16	27	translation	lo inútil
3630289	143130	53	29	56	translation	lo grosero (cosa o acción)
3630290	143130	53	58	68	translation	grosería
3630291	143130	53	68	123	example-src	Llíyíícyáveebe méwake átéréenéhjí̵ nééhií.
3630292	143130	53	123	170	example-tgt	 El borracho dijo muchas groserías a su mujer.
3673232	143130	54	0	11	headorthographic	# á t é r ée n e #
1380915	143131	51	0	9	bold	aatyétsi
1380916	143131	51	10	19	italic	pron.dem.
1380917	143131	52	40	40	newline	""
1380918	143131	52	41	41	tab	""
3630293	143131	53	0	9	head	aatyétsi
3630294	143131	53	10	19	pos	pron.dem.
3630295	143131	53	19	57	translation	ésos dos (hombres o animales machos)
3673233	143131	54	0	9	headorthographic	# aa ty é ts i #
1380919	143132	51	0	10	bold	aatyétsí
1380920	143132	51	11	20	italic	pron.dem.
1380921	143132	52	39	39	hyphen	""
1380922	143132	52	39	39	newline	""
1380923	143132	52	39	39	tab	""
1380924	143132	52	73	73	hyphen	""
1380925	143132	52	73	73	newline	""
1380926	143132	52	73	73	tab	""
3630296	143132	53	0	10	head	aatyétsí
3630297	143132	53	11	20	pos	pron.dem.
3630298	143132	53	20	77	translation	aquéllos dos (hombres o animales machos más distantes)
3673234	143132	54	0	10	headorthographic	# aa ty é ts í #
1380927	143133	51	0	6	bold	átyoj
1380928	143133	51	7	11	italic	voc.
1380929	143133	51	26	35	bold	tónuúbe
3630299	143133	53	0	6	head	átyoj
3630300	143133	53	7	11	pos	voc.
3630301	143133	53	11	19	translation	cuñado
3673235	143133	54	0	6	headorthographic	# á ty o j #
1380933	143134	52	41	41	tab	""
1380930	143134	51	0	25	bold	átyónuúbe, átyónujte
1380931	143134	51	26	28	italic	s.
1380932	143134	52	40	40	newline	""
1380934	143134	51	46	55	bold	tónuúbe
3630302	143134	53	0	12	head	átyónuúbe
3630303	143134	53	14	25	head	átyónujte
3630304	143134	53	26	28	pos	s.
3630305	143134	53	28	39	translation	mi cuñado
3673236	143134	54	0	12	headorthographic	# á ty ó n uú b e #
3673237	143134	54	14	25	headorthographic	# á ty ó n u j t e #
1380935	143135	51	0	11	bold	átyónulle
1380936	143135	51	12	14	italic	s.
1380937	143135	51	32	40	bold	tónulle
1380938	143135	52	41	41	newline	""
1380939	143135	52	42	42	tab	""
1380940	143135	51	51	58	bold	búhji̵
3630306	143135	53	0	11	head	átyónulle
3630307	143135	53	12	14	pos	s.
3630308	143135	53	14	25	translation	mi cuñada
3673238	143135	54	0	11	headorthographic	# á ty ó n u ll e #
1380941	143136	51	0	10	bold	áátyumi̵
1380942	143136	51	11	17	italic	s.col.
1380943	143136	52	41	41	newline	""
1380944	143136	52	42	42	tab	""
1380945	143136	52	80	80	newline	""
1380946	143136	52	81	81	tab	""
3630309	143136	53	0	10	head	áátyumi̵
3630310	143136	53	11	17	pos	s.col.
3630311	143136	53	17	106	translation	especie de pajarito muy lindo cuyas plumas de color celeste se usaban para hacer adornos
3673239	143136	54	0	10	headorthographic	# áá ty u m i ̵ #
1380947	143137	52	0	0	tab	""
1380948	143137	52	0	0	tab	""
1380949	143137	51	0	16	bold	áátyúmi̵í̵ho
3630312	143137	53	0	16	head	áátyúmi̵í̵ho
3630313	143137	53	16	28	translation	un pajarito
3673240	143137	54	0	16	headorthographic	# áá ty ú m i ̵ í̵ h o #
1380950	143138	51	0	13	bold	átyúvájkeu
1380951	143138	51	14	16	italic	s.
1380952	143138	52	41	41	newline	""
1380953	143138	52	42	42	tab	""
3630314	143138	53	0	13	head	átyúvájkeu
3630315	143138	53	14	16	pos	s.
3630316	143138	53	16	78	translation	especie de bejuco que se usa para amarrar manguarés y balsas
3673241	143138	54	0	13	headorthographic	# á ty ú v á j k e u #
1380954	143139	51	0	11	bold	átsaacúnu
1380955	143139	51	12	16	italic	abs.
3630317	143139	53	0	11	head	átsaacúnu
3630318	143139	53	12	16	pos	abs.
3673242	143139	54	0	11	headorthographic	# á ts aa c ú n u #
1380956	143140	52	0	0	tab	""
1380957	143140	52	0	0	tab	""
1380958	143140	51	0	15	bold	[átsáácu̱nu]
1380959	143140	51	16	19	italic	vi.
1380960	143140	52	40	40	newline	""
1380961	143140	52	41	41	tab	""
1380962	143140	51	50	61	bold	mévaacúnu
3630319	143140	53	1	14	head	átsáácu̱nu
3630320	143140	53	16	19	pos	vi.
3630321	143140	53	19	39	translation	malograrse la carne
3673243	143140	54	1	14	headorthographic	# á ts áá c u̱ n u #
1380963	143141	51	0	8	bold	aatsári
1380964	143141	51	9	15	italic	s.col.
1380965	143141	52	40	40	hyphen	""
1380966	143141	52	40	40	newline	""
1380967	143141	52	40	40	tab	""
3630322	143141	53	0	8	head	aatsári
3630323	143141	53	9	15	pos	s.col.
3630324	143141	53	15	61	translation	especie de roedor nocturno parecido al ratón
3673244	143141	54	0	8	headorthographic	# aa ts á r i #
1380968	143142	52	0	0	tab	""
1380969	143142	52	0	0	tab	""
1380970	143142	51	0	9	bold	aatsáriu
3630325	143142	53	0	9	head	aatsáriu
3630326	143142	53	9	19	translation	un roedor
3673245	143142	54	0	9	headorthographic	# aa ts á r i u #
1380971	143143	51	0	6	bold	átsii
1380972	143143	51	7	17	italic	conj.pron.
1380973	143143	52	39	39	newline	""
1380974	143143	52	40	40	tab	""
3630327	143143	53	0	6	head	átsii
3630328	143143	53	7	17	pos	conj.pron.
3630329	143143	53	17	64	translation	ese lugar (mencionado en la oración anterior)
3673246	143143	54	0	6	headorthographic	# á ts ii #
1380975	143144	52	0	0	tab	""
1380976	143144	52	0	0	tab	""
1380977	143144	51	0	9	bold	átsihdyu
3630330	143144	53	0	9	head	átsihdyu
3630331	143144	53	9	22	translation	de ese lugar
3673247	143144	54	0	9	headorthographic	# á ts i h dy u #
1380978	143145	52	0	0	tab	""
1380979	143145	52	0	0	tab	""
1380980	143145	51	0	8	bold	átsihvu
3630332	143145	53	0	8	head	átsihvu
3630333	143145	53	8	20	translation	a ese lugar
3673248	143145	54	0	8	headorthographic	# á ts i h v u #
1380981	143146	51	0	14	bold	átsímujtéba
1380982	143146	51	15	17	italic	s.
1380983	143146	52	41	41	hyphen	""
1380984	143146	52	41	41	newline	""
1380985	143146	52	41	41	tab	""
3630334	143146	53	0	14	head	átsímujtéba
3630335	143146	53	15	17	pos	s.
3630336	143146	53	17	36	translation	inundación grande
3630337	143146	53	38	54	translation	creciente grande
3673249	143146	54	0	14	headorthographic	# á ts í m u j t é b a #
1380986	143147	51	0	14	bold	átsímujtóhi
1380987	143147	51	15	17	italic	s.
3630338	143147	53	0	14	head	átsímujtóhi
3630339	143147	53	15	17	pos	s.
3630340	143147	53	17	26	translation	restinga
3673250	143147	54	0	14	headorthographic	# á ts í m u j t ó h i #
1380988	143148	51	0	13	bold	áátsi̵í̵me
1380989	143148	51	14	16	italic	s.
1380990	143148	51	33	42	bold	tsi̵í̵me
3630341	143148	53	0	13	head	áátsi̵í̵me
3630342	143148	53	14	16	pos	s.
3630343	143148	53	16	26	translation	mis hijos
3673251	143148	54	0	13	headorthographic	# áá ts i ̵ í̵ m e #
1380991	143149	51	0	3	bold	aau
1380992	143149	51	4	14	italic	conj.pron.
1380993	143149	52	39	39	newline	""
1380994	143149	52	40	40	tab	""
3630344	143149	53	0	3	head	aau
3630345	143149	53	4	14	pos	conj.pron.
3630346	143149	53	14	75	translation	ése (bola, pelota, etc. mencionado en la oración anterior)
3673252	143149	54	0	3	headorthographic	# aa u #
1380995	143150	51	0	3	bold	ava
1380996	143150	51	9	12	bold	áa
3630347	143150	53	0	3	head	ava
3673253	143150	54	0	3	headorthographic	# a v a #
1380997	143151	51	0	7	bold	avyába
1380998	143151	51	8	14	italic	s.pos.
3630348	143151	53	0	7	head	avyába
3630349	143151	53	8	14	pos	s.pos.
3630350	143151	53	14	22	translation	cogollo
3673254	143151	54	0	7	headorthographic	# a vy á b a #
1380999	143152	52	0	0	tab	""
1381000	143152	52	0	0	tab	""
1381001	143152	51	0	19	bold	coomí̵jí̵ avyába
1381002	143152	52	37	37	hyphen	""
1381003	143152	52	37	37	newline	""
1381004	143152	52	37	37	tab	""
3630351	143152	53	0	19	head	coomí̵jí̵ avyába
3630352	143152	53	19	40	translation	cogollo de ungurahui
3673255	143152	54	0	19	headorthographic	# c oo m í̵ j í̵ # a vy á b a #
1381005	143153	51	0	16	bold	avye, ávyécunu
1381006	143153	51	17	21	italic	abs.
1381007	143153	52	38	38	newline	""
1381008	143153	52	39	39	tab	""
1381009	143153	51	39	71	italic	¡Áyúú, íñéhaca ihdyu avye!
1381010	143153	52	81	81	newline	""
1381011	143153	52	82	82	tab	""
3630353	143153	53	0	4	head	avye
3630354	143153	53	6	16	head	ávyécunu
